Drug_A,Drug_A_SMILES,Drug_B,Drug_B_SMILES,A_MW,B_MW,Delta_MW,A_LogP,B_LogP,Delta_LogP,A_HBD,B_HBD,Delta_HBD,A_HBA,B_HBA,Delta_HBA,A_TPSA,B_TPSA,Delta_TPSA,A_Rotatable_Bonds,B_Rotatable_Bonds,Delta_Rotatable_Bonds,A_pKa_Acidic,B_pKa_Acidic,Delta_pKa_Acidic,A_pKa_Basic,B_pKa_Basic,Delta_pKa_Basic,A_Solubility_mg_ml,B_Solubility_mg_ml,Delta_Solubility_mg_ml,Chemical_Distance,Tanimoto_Similarity,Oral_Compatibility_Label
Alpelisib,CC1=C(SC(=N1)NC(=O)N2CCC[C@H]2C(=O)N)C3=CC(=NC=C3)C(C)(C)C(F)(F)F,Fluoxymesterone,C[C@]12CCC(=O)C=C1CC[C@@H]3[C@@]2([C@H](C[C@]4([C@H]3CC[C@]4(C)O)C)O)F,441.5,336.4,105.1,2.81,2.5,0.31,2,2,0,8,4,4,129,57.5,71.5,4,0,4,7.79,13.6,-5.81,2.81,-3,5.81,0.00528,0.0452,-0.03992,127.5063524,0.105263158,1
Alpelisib,CC1=C(SC(=N1)NC(=O)N2CCC[C@H]2C(=O)N)C3=CC(=NC=C3)C(C)(C)C(F)(F)F,Frindovyx,C1CNP(=O)(OC1)N(CCCl)CCCl,441.5,261.08,180.42,2.81,0.76,2.05,2,1,1,8,4,4,129,41.6,87.4,4,5,-1,7.79,13.48,-5.69,2.81,0,2.81,0.00528,15.1,-15.09472,201.1975688,0.035294118,1
Alpelisib,CC1=C(SC(=N1)NC(=O)N2CCC[C@H]2C(=O)N)C3=CC(=NC=C3)C(C)(C)C(F)(F)F,Fulvestrant,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2O)[C@@H](CC4=C3C=CC(=C4)O)CCCCCCCCCS(=O)CCCC(C(F)(F)F)(F)F,441.5,606.8,-165.3,2.81,6.54,-3.73,2,2,0,8,9,-1,129,76.7,52.3,4,14,-10,7.79,10.32,-2.53,2.81,-0.88,3.69,0.00528,0.00672,-0.00144,173.7650998,0.128440367,1
Alpelisib,CC1=C(SC(=N1)NC(=O)N2CCC[C@H]2C(=O)N)C3=CC(=NC=C3)C(C)(C)C(F)(F)F,Gemcitabine Hydrochloride,C1=CN(C(=O)N=C1N)[C@H]2C([C@@H]([C@H](O2)CO)O)(F)F.Cl,441.5,299.66,141.84,2.81,0.14,2.67,2,4,-2,8,6,2,129,108,21,4,2,2,7.79,11.52,-3.73,2.81,3.65,-0.84,0.00528,22.3,-22.29472,145.2252992,0.120879121,1
Alpelisib,CC1=C(SC(=N1)NC(=O)N2CCC[C@H]2C(=O)N)C3=CC(=NC=C3)C(C)(C)C(F)(F)F,Gemzar,C1=CN(C(=O)N=C1N)[C@H]2C([C@@H]([C@H](O2)CO)O)(F)F.Cl,441.5,299.66,141.84,2.81,0.14,2.67,2,4,-2,8,6,2,129,108,21,4,2,2,7.79,11.52,-3.73,2.81,3.65,-0.84,0.00528,22.3,-22.29472,145.2252992,0.120879121,1
Alpelisib,CC1=C(SC(=N1)NC(=O)N2CCC[C@H]2C(=O)N)C3=CC(=NC=C3)C(C)(C)C(F)(F)F,Goserelin Acetate,CC(C)C[C@@H](C(=O)N[C@@H](CCCN=C(N)N)C(=O)N1CCC[C@H]1C(=O)NNC(=O)N)NC(=O)[C@@H](COC(C)(C)C)NC(=O)[C@H](CC2=CC=C(C=C2)O)NC(=O)[C@H](CO)NC(=O)[C@H](CC3=CNC4=CC=CC=C43)NC(=O)[C@H](CC5=CN=CN5)NC(=O)[C@@H]6CCC(=O)N6.CC(=O)O,441.5,1329.5,-888,2.81,0.3,2.51,2,18,-16,8,18,-10,129,533,-404,4,32,-28,7.79,9.36,-1.57,2.81,10.91,-8.1,0.00528,0.0283,-0.02302,976.2040645,0.167741935,0
Alpelisib,CC1=C(SC(=N1)NC(=O)N2CCC[C@H]2C(=O)N)C3=CC(=NC=C3)C(C)(C)C(F)(F)F,Halaven,C[C@@H]1C[C@@H]2CC[C@H]3C(=C)C[C@@H](O3)CC[C@]45C[C@@H]6[C@H](O4)[C@H]7[C@@H](O6)[C@@H](O5)[C@@H]8[C@@H](O7)CC[C@@H](O8)CC(=O)C[C@H]9[C@H](C[C@H](C1=C)O2)O[C@@H]([C@@H]9OC)C[C@@H](CN)O.CS(=O)(=O)O,441.5,826,-384.5,2.81,1.26,1.55,2,3,-1,8,15,-7,129,209,-80,4,4,0,7.79,14.82,-7.03,2.81,9.56,-6.75,0.00528,0.0798,-0.07452,392.9219279,0.073529412,1
Alpelisib,CC1=C(SC(=N1)NC(=O)N2CCC[C@H]2C(=O)N)C3=CC(=NC=C3)C(C)(C)C(F)(F)F,Ibrance,CC1=C(C(=O)N(C2=NC(=NC=C12)NC3=NC=C(C=C3)N4CCNCC4)C5CCCC5)C(=O)C,441.5,447.5,-6,2.81,2.12,0.69,2,2,0,8,8,0,129,103,26,4,5,-1,7.79,11.34,-3.55,2.81,8.86,-6.05,0.00528,0.0174,-0.01212,27.61668421,0.171428571,1
Alpelisib,CC1=C(SC(=N1)NC(=O)N2CCC[C@H]2C(=O)N)C3=CC(=NC=C3)C(C)(C)C(F)(F)F,Imlunestrant,C1C(CN1CCOC2=CC=C(C=C2)[C@@H]3C4=C5C=CC(=CC5=NC=C4C6=C(O3)C=C(C=C6)C(F)(F)F)O)CF,441.5,524.5,-83,2.81,6,-3.19,2,1,1,8,9,-1,129,54.8,74.2,4,6,-2,7.79,0,7.79,2.81,0,2.81,0.00528,0.0253,-0.02002,111.7112201,0.122807018,1
Alpelisib,CC1=C(SC(=N1)NC(=O)N2CCC[C@H]2C(=O)N)C3=CC(=NC=C3)C(C)(C)C(F)(F)F,Inavolisib,C[C@@H](C(=O)N)NC1=CC2=C(C=C1)C3=NC(=CN3CCO2)N4[C@@H](COC4=O)C(F)F,441.5,407.4,34.1,2.81,1.49,1.32,2,2,0,8,8,0,129,112,17,4,5,-1,7.79,15.19,-7.4,2.81,3.32,-0.51,0.00528,0.571,-0.56572,38.85733572,0.194174757,1
Alpelisib,CC1=C(SC(=N1)NC(=O)N2CCC[C@H]2C(=O)N)C3=CC(=NC=C3)C(C)(C)C(F)(F)F,Infugem,C1=CN(C(=O)N=C1N)[C@H]2C([C@@H]([C@H](O2)CO)O)(F)F.Cl,441.5,299.66,141.84,2.81,0.14,2.67,2,4,-2,8,6,2,129,108,21,4,2,2,7.79,11.52,-3.73,2.81,3.65,-0.84,0.00528,22.3,-22.29472,145.2252992,0.120879121,1
Alpelisib,CC1=C(SC(=N1)NC(=O)N2CCC[C@H]2C(=O)N)C3=CC(=NC=C3)C(C)(C)C(F)(F)F,Itovebi,C[C@@H](C(=O)N)NC1=CC2=C(C=C1)C3=NC(=CN3CCO2)N4[C@@H](COC4=O)C(F)F,441.5,407.4,34.1,2.81,1.49,1.32,2,2,0,8,8,0,129,112,17,4,5,-1,7.79,15.19,-7.4,2.81,3.32,-0.51,0.00528,0.517,-0.51172,38.85658705,0.194174757,1
Alpelisib,CC1=C(SC(=N1)NC(=O)N2CCC[C@H]2C(=O)N)C3=CC(=NC=C3)C(C)(C)C(F)(F)F,Ixabepilone,C[C@H]1CCC[C@@]2([C@@H](O2)C[C@H](NC(=O)C[C@@H](C(C(=O)[C@@H]([C@H]1O)C)(C)C)O)/C(=C/C3=CSC(=N3)C)/C)C,441.5,506.7,-65.2,2.81,3.28,-0.47,2,3,-1,8,7,1,129,140,-11,4,2,2,7.79,13.85,-6.06,2.81,2.73,0.08,0.00528,0.00352,0.00176,66.44539791,0.122807018,1
Alpelisib,CC1=C(SC(=N1)NC(=O)N2CCC[C@H]2C(=O)N)C3=CC(=NC=C3)C(C)(C)C(F)(F)F,Ixempra,C[C@H]1CCC[C@@]2([C@@H](O2)C[C@H](NC(=O)C[C@@H](C(C(=O)[C@@H]([C@H]1O)C)(C)C)O)/C(=C/C3=CSC(=N3)C)/C)C,441.5,506.7,-65.2,2.81,3.28,-0.47,2,3,-1,8,7,1,129,140,-11,4,2,2,7.79,13.85,-6.06,2.81,2.73,0.08,0.00528,0.00352,0.00176,66.44539791,0.122807018,1
Alpelisib,CC1=C(SC(=N1)NC(=O)N2CCC[C@H]2C(=O)N)C3=CC(=NC=C3)C(C)(C)C(F)(F)F,Kisqali,CN(C)C(=O)C1=CC2=CN=C(N=C2N1C3CCCC3)NC4=NC=C(C=C4)N5CCNCC5,441.5,434.5,7,2.81,2.5,0.31,2,2,0,8,7,1,129,91.2,37.8,4,5,-1,7.79,11.59,-3.8,2.81,8.87,-6.06,0.00528,0.231,-0.22572,39.12992013,0.174757282,1
Alpelisib,CC1=C(SC(=N1)NC(=O)N2CCC[C@H]2C(=O)N)C3=CC(=NC=C3)C(C)(C)C(F)(F)F,Kisqali Femara Co-Pack,CN(C)C(=O)C1=CC2=CN=C(N=C2N1C3CCCC3)NC4=NC=C(C=C4)N5CCNCC5.C(CC(=O)O)C(=O)O,441.5,552.6,-111.1,2.81,2.5,0.31,2,4,-2,8,11,-3,129,166,-37,4,8,-4,7.79,11.59,-3.8,2.81,8.87,-6.06,0.00528,0.231,-0.22572,117.4415627,0.165137615,1
Alpelisib,CC1=C(SC(=N1)NC(=O)N2CCC[C@H]2C(=O)N)C3=CC(=NC=C3)C(C)(C)C(F)(F)F,Lapatinib Ditosylate,CC1=CC=C(C=C1)S(=O)(=O)O.CC1=CC=C(C=C1)S(=O)(=O)O.CS(=O)(=O)CCNCC1=CC=C(O1)C2=CC3=C(C=C2)N=CN=C3NC4=CC(=C(C=C4)OCC5=CC(=CC=C5)F)Cl.O,441.5,943.5,-502,2.81,5.18,-2.37,2,5,-3,8,16,-8,129,241,-112,4,13,-9,7.79,16.44,-8.65,2.81,7.26,-4.45,0.00528,0.0223,-0.01702,514.5893918,0.114503817,1
Alpelisib,CC1=C(SC(=N1)NC(=O)N2CCC[C@H]2C(=O)N)C3=CC(=NC=C3)C(C)(C)C(F)(F)F,Letrozole,C1=CC(=CC=C1C#N)C(C2=CC=C(C=C2)C#N)N3C=NC=N3,441.5,285.3,156.2,2.81,2.94,-0.13,2,0,2,8,4,4,129,78.3,50.7,4,3,1,7.79,0,7.79,2.81,1.89,0.92,0.00528,0.0799,-0.07462,164.4733503,0.058823529,1
Alpelisib,CC1=C(SC(=N1)NC(=O)N2CCC[C@H]2C(=O)N)C3=CC(=NC=C3)C(C)(C)C(F)(F)F,Lynparza,C1CC1C(=O)N2CCN(CC2)C(=O)C3=C(C=CC(=C3)CC4=NNC(=O)C5=CC=CC=C54)F,441.5,434.5,7,2.81,2.72,0.09,2,1,1,8,5,3,129,82.1,46.9,4,4,0,7.79,9.96,-2.17,2.81,-0.9,3.71,0.00528,0.0601,-0.05482,47.71890721,0.15,1
Alpelisib,CC1=C(SC(=N1)NC(=O)N2CCC[C@H]2C(=O)N)C3=CC(=NC=C3)C(C)(C)C(F)(F)F,Megestrol Acetate,CC1=C[C@@H]2[C@H](CC[C@]3([C@H]2CC[C@@]3(C(=O)C)OC(=O)C)C)[C@@]4(C1=CC(=O)CC4)C,441.5,384.5,57,2.81,3.71,-0.9,2,0,2,8,4,4,129,60.4,68.6,4,3,1,7.79,17.83,-10.04,2.81,-4.9,7.71,0.00528,0.00336,0.00192,90.20540839,0.112244898,1
Alpelisib,CC1=C(SC(=N1)NC(=O)N2CCC[C@H]2C(=O)N)C3=CC(=NC=C3)C(C)(C)C(F)(F)F,Methotrexate,CN(CC1=CN=C2C(=N1)C(=NC(=N2)N)N)C3=CC=C(C=C3)C(=O)N[C@@H](CCC(=O)O)C(=O)O,441.5,454.4,-12.9,2.81,-0.05,2.86,2,5,-3,8,12,-4,129,211,-82,4,9,-5,7.79,2.95,4.84,2.81,14.55,-11.74,0.00528,0.0819,-0.07662,84.31991859,0.122641509,1
Alpelisib,CC1=C(SC(=N1)NC(=O)N2CCC[C@H]2C(=O)N)C3=CC(=NC=C3)C(C)(C)C(F)(F)F,Methyl testosterone,C[C@]12CCC(=O)C=C1CC[C@@H]3[C@@H]2CC[C@]4([C@H]3CC[C@]4(C)O)C,441.5,302.5,139,2.81,3.61,-0.8,2,1,1,8,2,6,129,37.3,91.7,4,0,4,7.79,18.52,-10.73,2.81,-0.53,3.34,0.00528,0.0139,-0.00862,167.0623194,0.1,1
Alpelisib,CC1=C(SC(=N1)NC(=O)N2CCC[C@H]2C(=O)N)C3=CC(=NC=C3)C(C)(C)C(F)(F)F,Neratinib Maleate,CCOC1=C(C=C2C(=C1)N=CC(=C2NC3=CC(=C(C=C3)OCC4=CC=CC=N4)Cl)C#N)NC(=O)/C=C/CN(C)C.C(=C\C(=O)O)\C(=O)O,441.5,673.1,-231.6,2.81,4.72,-1.91,2,4,-2,8,12,-4,129,187,-58,4,13,-9,7.79,12.55,-4.76,2.81,8.81,-6,0.00528,0.00674,-0.00146,239.0938429,0.1,1
Alpelisib,CC1=C(SC(=N1)NC(=O)N2CCC[C@H]2C(=O)N)C3=CC(=NC=C3)C(C)(C)C(F)(F)F,Nerlynx,CCOC1=C(C=C2C(=C1)N=CC(=C2NC3=CC(=C(C=C3)OCC4=CC=CC=N4)Cl)C#N)NC(=O)/C=C/CN(C)C,441.5,557,-115.5,2.81,4.72,-1.91,2,2,0,8,8,0,129,112,17,4,11,-7,7.79,12.55,-4.76,2.81,8.81,-6,0.00528,0.00674,-0.00146,117.2201165,0.103174603,1
Alpelisib,CC1=C(SC(=N1)NC(=O)N2CCC[C@H]2C(=O)N)C3=CC(=NC=C3)C(C)(C)C(F)(F)F,Olaparib,C1CC1C(=O)N2CCN(CC2)C(=O)C3=C(C=CC(=C3)CC4=NNC(=O)C5=CC=CC=C54)F,441.5,434.5,7,2.81,2.72,0.09,2,1,1,8,5,3,129,82.1,46.9,4,4,0,7.79,9.96,-2.17,2.81,-0.9,3.71,0.00528,0.0601,-0.05482,47.71890721,0.15,1
Alpelisib,CC1=C(SC(=N1)NC(=O)N2CCC[C@H]2C(=O)N)C3=CC(=NC=C3)C(C)(C)C(F)(F)F,Orserdu,CCNCCC1=CC=C(C=C1)CN(CC)C2=C(C=CC(=C2)OC)[C@@H]3CCC4=C(C3)C=CC(=C4)O,441.5,458.6,-17.1,2.81,6.54,-3.73,2,2,0,8,4,4,129,44.7,84.3,4,10,-6,7.79,10.58,-2.79,2.81,9.96,-7.15,0.00528,0.00035,0.00493,86.73937701,0.09009009,1
Alpelisib,CC1=C(SC(=N1)NC(=O)N2CCC[C@H]2C(=O)N)C3=CC(=NC=C3)C(C)(C)C(F)(F)F,Paclitaxel,CC1=C2[C@H](C(=O)[C@@]3([C@H](C[C@@H]4[C@]([C@H]3[C@@H]([C@@](C2(C)C)(C[C@@H]1OC(=O)[C@@H]([C@H](C5=CC=CC=C5)NC(=O)C6=CC=CC=C6)O)O)OC(=O)C7=CC=CC=C7)(CO4)OC(=O)C)O)C)OC(=O)C,441.5,853.9,-412.4,2.81,3.2,-0.39,2,4,-2,8,14,-6,129,221,-92,4,14,-10,7.79,11.9,-4.11,2.81,-1.2,4.01,0.00528,0.00556,-0.00028,422.7421014,0.088888889,1
Alpelisib,CC1=C(SC(=N1)NC(=O)N2CCC[C@H]2C(=O)N)C3=CC(=NC=C3)C(C)(C)C(F)(F)F,Paclitaxel protein-bound,CC1=C2[C@H](C(=O)[C@@]3([C@H](C[C@@H]4[C@]([C@H]3[C@@H]([C@@](C2(C)C)(C[C@@H]1OC(=O)[C@@H]([C@H](C5=CC=CC=C5)NC(=O)C6=CC=CC=C6)O)O)OC(=O)C7=CC=CC=C7)(CO4)OC(=O)C)O)C)OC(=O)C,441.5,853.9,-412.4,2.81,3.2,-0.39,2,4,-2,8,14,-6,129,221,-92,4,14,-10,7.79,11.9,-4.11,2.81,-1.2,4.01,0.00528,0.00556,-0.00028,422.7421014,0.088888889,1
Alpelisib,CC1=C(SC(=N1)NC(=O)N2CCC[C@H]2C(=O)N)C3=CC(=NC=C3)C(C)(C)C(F)(F)F,Palbociclib,CC1=C(C(=O)N(C2=NC(=NC=C12)NC3=NC=C(C=C3)N4CCNCC4)C5CCCC5)C(=O)C,441.5,447.5,-6,2.81,2.12,0.69,2,2,0,8,8,0,129,103,26,4,5,-1,7.79,11.34,-3.55,2.81,8.86,-6.05,0.00528,0.0174,-0.01212,27.61668421,0.171428571,1
Alpelisib,CC1=C(SC(=N1)NC(=O)N2CCC[C@H]2C(=O)N)C3=CC(=NC=C3)C(C)(C)C(F)(F)F,Pamidronate,C(CN)C(O)(P(=O)(O)O)P(=O)(O)O,441.5,235.7,205.8,2.81,-1.4,4.21,2,6,-4,8,8,0,129,161,-32,4,4,0,7.79,0.67,7.12,2.81,9.86,-7.05,0.00528,15.8,-15.79472,209.1918597,0.067567568,1
Alpelisib,CC1=C(SC(=N1)NC(=O)N2CCC[C@H]2C(=O)N)C3=CC(=NC=C3)C(C)(C)C(F)(F)F,Pamidronate Disodium,C(CN)C(O)(P(=O)(O)[O-])P(=O)(O)[O-].[Na+].[Na+],441.5,279.03,162.47,2.81,-1.4,4.21,2,4,-2,8,8,0,129,167,-38,4,4,0,7.79,0.67,7.12,2.81,9.86,-7.05,0.00528,15.8,-15.79472,167.964565,0.064935065,1
Alpelisib,CC1=C(SC(=N1)NC(=O)N2CCC[C@H]2C(=O)N)C3=CC(=NC=C3)C(C)(C)C(F)(F)F,Piqray,CC1=C(SC(=N1)NC(=O)N2CCC[C@H]2C(=O)N)C3=CC(=NC=C3)C(C)(C)C(F)(F)F,441.5,441.5,0,2.81,2.76,0.05,2,2,0,8,8,0,129,129,0,4,4,0,7.79,7.79,0,2.81,2.81,0,0.00528,0.00528,0,0.05,1,1
Alpelisib,CC1=C(SC(=N1)NC(=O)N2CCC[C@H]2C(=O)N)C3=CC(=NC=C3)C(C)(C)C(F)(F)F,Ribociclib,CN(C)C(=O)C1=CC2=CN=C(N=C2N1C3CCCC3)NC4=NC=C(C=C4)N5CCNCC5,441.5,434.5,7,2.81,2.5,0.31,2,2,0,8,7,1,129,91.2,37.8,4,5,-1,7.79,11.59,-3.8,2.81,8.87,-6.06,0.00528,0.231,-0.22572,39.12992013,0.174757282,1
Alpelisib,CC1=C(SC(=N1)NC(=O)N2CCC[C@H]2C(=O)N)C3=CC(=NC=C3)C(C)(C)C(F)(F)F,Sacituzumab Govitecan-hziy,CCC1=C2CN3C(=CC4=C(C3=O)COC(=O)[C@@]4(CC)OC(=O)OCC5=CC=C(C=C5)NC(=O)[C@H](CCCCN)NC(=O)COCC(=O)NCCOCCOCCOCCOCCOCCOCCOCCOCCN6C=C(N=N6)CNC(=O)C7CCC(CC7)CN8C(=O)CC(C8=O)SC[C@@H](C(=O)O)N)C2=NC9=C1C=C(C=C9)O,441.5,1601.8,-1160.3,2.81,0,2.81,2,8,-6,8,30,-22,129,497,-368,4,54,-50,7.79,0,7.79,2.81,0,2.81,0.00528,0,0.00528,1218.530495,0.121052632,0
Alpelisib,CC1=C(SC(=N1)NC(=O)N2CCC[C@H]2C(=O)N)C3=CC(=NC=C3)C(C)(C)C(F)(F)F,Soltamox,CC/C(=C(\C1=CC=CC=C1)/C2=CC=C(C=C2)OCCN(C)C)/C3=CC=CC=C3.C(C(=O)O)C(CC(=O)O)(C(=O)O)O,441.5,563.6,-122.1,2.81,5.93,-3.12,2,4,-2,8,9,-1,129,145,-16,4,13,-9,7.79,0,7.79,2.81,8.76,-5.95,0.00528,0.00102,0.00426,123.9202607,0.090909091,1
Alpelisib,CC1=C(SC(=N1)NC(=O)N2CCC[C@H]2C(=O)N)C3=CC(=NC=C3)C(C)(C)C(F)(F)F,Talazoparib Tosylate,CC1=CC=C(C=C1)S(=O)(=O)O.CN1C(=NC=N1)[C@@H]2[C@H](NC3=CC(=CC4=C3C2=NNC4=O)F)C5=CC=C(C=C5)F,441.5,552.6,-111.1,2.81,2.93,-0.12,2,3,-1,8,10,-2,129,147,-18,4,3,1,7.79,9.48,-1.69,2.81,1.66,1.15,0.00528,0.101,-0.09572,112.5940148,0.165137615,1
Alpelisib,CC1=C(SC(=N1)NC(=O)N2CCC[C@H]2C(=O)N)C3=CC(=NC=C3)C(C)(C)C(F)(F)F,Talzenna,nan,441.5,458.6,-17.1,2.81,2.5,0.31,2,3,-1,8,8,0,129,112,17,4,5,-1,7.79,10.32,-2.53,2.81,3.32,-0.51,0.00528,0.0253,-0.02002,24.29336331,0,1
Alpelisib,CC1=C(SC(=N1)NC(=O)N2CCC[C@H]2C(=O)N)C3=CC(=NC=C3)C(C)(C)C(F)(F)F,Tamoxifen Citrate,CC/C(=C(\C1=CC=CC=C1)/C2=CC=C(C=C2)OCCN(C)C)/C3=CC=CC=C3.C(C(=O)O)C(CC(=O)O)(C(=O)O)O,441.5,563.6,-122.1,2.81,5.93,-3.12,2,4,-2,8,9,-1,129,145,-16,4,13,-9,7.79,0,7.79,2.81,8.76,-5.95,0.00528,0.00102,0.00426,123.9202607,0.090909091,1
Alpelisib,CC1=C(SC(=N1)NC(=O)N2CCC[C@H]2C(=O)N)C3=CC(=NC=C3)C(C)(C)C(F)(F)F,Taxotere,CC1=C2[C@H](C(=O)[C@@]3([C@H](C[C@@H]4[C@]([C@H]3[C@@H]([C@@](C2(C)C)(C[C@@H]1OC(=O)[C@@H]([C@H](C5=CC=CC=C5)NC(=O)OC(C)(C)C)O)O)OC(=O)C6=CC=CC=C6)(CO4)OC(=O)C)O)C)O,441.5,807.9,-366.4,2.81,2.59,0.22,2,5,-3,8,14,-6,129,224,-95,4,13,-9,7.79,11.9,-4.11,2.81,-3,5.81,0.00528,0.0127,-0.00742,378.7488042,0.102941176,1
Alpelisib,CC1=C(SC(=N1)NC(=O)N2CCC[C@H]2C(=O)N)C3=CC(=NC=C3)C(C)(C)C(F)(F)F,Tepadina,C1CN1P(=S)(N2CC2)N3CC3,441.5,189.22,252.28,2.81,0.17,2.64,2,0,2,8,4,4,129,41.1,87.9,4,3,1,7.79,0,7.79,2.81,-0.3,3.11,0.00528,9.27,-9.26472,267.4991014,0.043478261,1
Alpelisib,CC1=C(SC(=N1)NC(=O)N2CCC[C@H]2C(=O)N)C3=CC(=NC=C3)C(C)(C)C(F)(F)F,Tepylute,C1CN1P(=S)(N2CC2)N3CC4,441.5,189.22,252.28,2.81,0.17,2.64,2,0,2,8,4,4,129,41.1,87.9,4,3,1,7.79,0,7.79,2.81,-0.3,3.11,0.00528,9.27,-9.26472,267.4991014,0,1
Alpelisib,CC1=C(SC(=N1)NC(=O)N2CCC[C@H]2C(=O)N)C3=CC(=NC=C3)C(C)(C)C(F)(F)F,Thiotepa,C1CN1P(=S)(N2CC2)N3CC3,441.5,189.22,252.28,2.81,0.17,2.64,2,0,2,8,4,4,129,41.1,87.9,4,3,1,7.79,0,7.79,2.81,-0.3,3.11,0.00528,9.27,-9.26472,267.4991014,0.043478261,1
Alpelisib,CC1=C(SC(=N1)NC(=O)N2CCC[C@H]2C(=O)N)C3=CC(=NC=C3)C(C)(C)C(F)(F)F,Toremifene,CN(C)CCOC1=CC=C(C=C1)/C(=C(/CCCl)\C2=CC=CC=C2)/C3=CC=CC=C3,441.5,406,35.5,2.81,5.65,-2.84,2,0,2,8,2,6,129,12.5,116.5,4,9,-5,7.79,0,7.79,2.81,8.76,-5.95,0.00528,0.000409,0.004871,122.4812321,0.064516129,1
Alpelisib,CC1=C(SC(=N1)NC(=O)N2CCC[C@H]2C(=O)N)C3=CC(=NC=C3)C(C)(C)C(F)(F)F,Trodelvy,CCC1=C2CN3C(=CC4=C(C3=O)COC(=O)[C@@]4(CC)OC(=O)OCC5=CC=C(C=C5)NC(=O)[C@H](CCCCN)NC(=O)COCC(=O)NCCOCCOCCOCCOCCOCCOCCOCCOCCN6C=C(N=N6)CNC(=O)C7CCC(CC7)CN8C(=O)CC(C8=O)SC[C@@H](C(=O)O)N)C2=NC9=C1C=C(C=C9)O,441.5,1601.8,-1160.3,2.81,0,2.81,2,8,-6,8,30,-22,129,497,-368,4,54,-50,7.79,0,7.79,2.81,0,2.81,0.00528,0,0.00528,1218.530495,0.121052632,0
Alpelisib,CC1=C(SC(=N1)NC(=O)N2CCC[C@H]2C(=O)N)C3=CC(=NC=C3)C(C)(C)C(F)(F)F,Truqap,C1CN(CCC1(C(=O)N[C@@H](CCO)C2=CC=C(C=C2)Cl)N)C3=NC=NC4=C3C=CN4,441.5,428.9,12.6,2.81,1.31,1.5,2,4,-2,8,6,2,129,120,9,4,6,-2,7.79,13.03,-5.24,2.81,8.33,-5.52,0.00528,0.0253,-0.02002,17.66177796,0.123809524,1
Alpelisib,CC1=C(SC(=N1)NC(=O)N2CCC[C@H]2C(=O)N)C3=CC(=NC=C3)C(C)(C)C(F)(F)F,Tucatinib,CC1=C(C=CC(=C1)NC2=NC=NC3=C2C=C(C=C3)NC4=NC(CO4)(C)C)OC5=CC6=NC=NN6C=C5,441.5,480.5,-39,2.81,3.87,-1.06,2,2,0,8,8,0,129,111,18,4,6,-2,7.79,17.08,-9.29,2.81,4.57,-1.76,0.00528,0.004,0.00128,44.04004203,0.096491228,1
Alpelisib,CC1=C(SC(=N1)NC(=O)N2CCC[C@H]2C(=O)N)C3=CC(=NC=C3)C(C)(C)C(F)(F)F,Tukysa,CC1=C(C=CC(=C1)NC2=NC=NC3=C2C=C(C=C3)NC4=NC(CO4)(C)C)OC5=CC6=NC=NN6C=C6,441.5,480.5,-39,2.81,3.87,-1.06,2,2,0,8,8,0,129,111,18,4,6,-2,7.79,17.08,-9.29,2.81,4.57,-1.76,0.00528,0.004,0.00128,44.04004203,0,1
Alpelisib,CC1=C(SC(=N1)NC(=O)N2CCC[C@H]2C(=O)N)C3=CC(=NC=C3)C(C)(C)C(F)(F)F,Tykerb,CS(=O)(=O)CCNCC1=CC=C(O1)C2=CC3=C(C=C2)N=CN=C3NC4=CC(=C(C=C4)OCC5=CC(=CC=C5)F)Cl,441.5,581.1,-139.6,2.81,5.18,-2.37,2,2,0,8,9,-1,129,115,14,4,11,-7,7.79,16.44,-8.65,2.81,7.26,-4.45,0.00528,0.0223,-0.01702,140.8346626,0.089430894,1
Alpelisib,CC1=C(SC(=N1)NC(=O)N2CCC[C@H]2C(=O)N)C3=CC(=NC=C3)C(C)(C)C(F)(F)F,Verzenio,CCN1CCN(CC1)CC2=CN=C(C=C2)NC3=NC=C(C(=N3)C4=CC5=C(C(=C4)F)N=C(N5C(C)C)C)F,441.5,506.6,-65.1,2.81,4.25,-1.44,2,1,1,8,9,-1,129,75,54,4,7,-3,7.79,10.27,-2.48,2.81,7.94,-5.13,0.00528,0.0159,-0.01062,84.85016802,0.137614679,1
Alpelisib,CC1=C(SC(=N1)NC(=O)N2CCC[C@H]2C(=O)N)C3=CC(=NC=C3)C(C)(C)C(F)(F)F,Vinblastine,CC[C@@]1(C[C@H]2C[C@@](C3=C(CCN(C2)C1)C4=CC=CC=C4N3)(C5=C(C=C6C(=C5)[C@]78CCN9[C@H]7[C@@](C=CC9)([C@H]([C@@]([C@@H]8N6C)(C(=O)OC)O)OC(=O)C)CC)OC)C(=O)OC)O,441.5,811,-369.5,2.81,4.22,-1.41,2,3,-1,8,12,-4,129,154,-25,4,10,-6,7.79,10.87,-3.08,2.81,8.86,-6.05,0.00528,0.0169,-0.01162,370.4812102,0.105633803,1
